충전소명,충전일,충전시작시간,충전종료시간,충전일자,충전시간,요일,주말
홍제1동 공용주차장,2021-09-07,2021-09-07 13:05:00,2021-09-07 13:30:48,2021-09-07,25.0,1,0
홍제1동 공용주차장,2021-09-07,2021-09-07 11:37:37,2021-09-07 12:05:52,2021-09-07,28.0,1,0
홍제1동 공용주차장,2021-09-07,2021-09-07 11:20:27,2021-09-07 12:09:54,2021-09-07,49.0,1,0
홍제1동 공용주차장,2021-09-02,2021-09-02 20:58:44,2021-09-02 21:06:32,2021-09-02,7.0,3,0
홍제1동 공용주차장,2021-09-02,2021-09-02 16:57:52,2021-09-02 18:08:21,2021-09-02,70.0,3,0
홍제1동 공용주차장,2021-09-02,2021-09-02 15:09:06,2021-09-02 16:16:48,2021-09-02,67.0,3,0
홍제1동 공용주차장,2021-09-02,2021-09-01 23:08:04,2021-09-02 00:23:32,2021-09-02,75.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 22:14:45,2021-09-01 22:52:35,2021-09-01,37.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 21:08:22,2021-09-01 21:34:19,2021-09-01,25.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 20:02:52,2021-09-01 21:05:34,2021-09-01,62.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 18:24:20,2021-09-01 18:42:36,2021-09-01,18.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 17:18:18,2021-09-01 17:55:21,2021-09-01,37.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 16:11:32,2021-09-01 17:04:03,2021-09-01,52.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 12:15:03,2021-09-01 13:03:58,2021-09-01,48.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 11:49:50,2021-09-01 12:12:53,2021-09-01,23.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 10:22:07,2021-09-01 12:09:08,2021-09-01,107.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 10:04:42,2021-09-01 11:37:40,2021-09-01,92.0,2,0
홍제1동 공용주차장,2021-09-01,2021-09-01 04:08:36,2021-09-01 04:48:13,2021-09-01,39.0,2,0
홍제1동 공용주차장,2021-08-31,2021-08-31 17:19:14,2021-08-31 18:29:50,2021-08-31,70.0,1,0
